order_id,item_id,product_id,quantity,list_price,discount,total_price
35,1,18,1,449.0,0.05,449.0
35,2,20,2,599.99,0.05,1199.98
35,3,5,1,1320.99,0.2,1320.99
35,4,21,2,269.99,0.07,539.98
35,5,22,1,269.99,0.07,269.99
36,1,9,1,2999.99,0.07,2999.99
36,2,5,1,1320.99,0.05,1320.99
36,3,3,2,999.99,0.2,1999.98
37,1,16,2,599.99,0.05,1199.98
38,1,7,2,3999.99,0.05,7999.98
38,2,23,1,299.99,0.07,299.99
38,3,25,1,499.99,0.2,499.99
38,4,10,2,1549.0,0.1,3098.0
38,5,24,1,549.99,0.07,549.99
39,1,22,2,269.99,0.2,539.98
39,2,16,2,599.99,0.2,1199.98
39,3,3,2,999.99,0.05,1999.98
39,4,15,1,529.99,0.1,529.99
40,1,17,1,429.0,0.2,429.0
40,2,8,2,1799.99,0.2,3599.98
41,1,5,1,1320.99,0.1,1320.99
41,2,19,2,449.0,0.2,898.0
41,3,26,2,599.99,0.2,1199.98
42,1,19,1,449.0,0.05,449.0
43,1,13,2,269.99,0.1,539.98
43,2,12,2,549.99,0.05,1099.98
44,1,7,1,3999.99,0.1,3999.99
44,2,16,1,599.99,0.05,599.99
45,1,4,2,2899.99,0.2,5799.98
45,2,22,1,269.99,0.07,269.99
45,3,21,2,269.99,0.05,539.98
46,1,17,1,429.0,0.1,429.0
47,1,6,1,469.99,0.05,469.99
47,2,15,1,529.99,0.1,529.99
47,3,25,2,499.99,0.07,999.98
47,4,13,1,269.99,0.2,269.99
48,1,11,1,1680.99,0.1,1680.99
48,2,4,1,2899.99,0.2,2899.99
48,3,5,2,1320.99,0.1,2641.98
48,4,14,2,269.99,0.07,539.98
49,1,13,2,269.99,0.07,539.98
50,1,3,1,999.99,0.05,999.99
50,2,26,2,599.99,0.07,1199.98
50,3,13,2,269.99,0.2,539.98
51,1,13,1,269.99,0.05,269.99
51,2,20,1,599.99,0.05,599.99
51,3,26,2,599.99,0.2,1199.98
52,1,25,1,499.99,0.07,499.99
53,1,8,2,1799.99,0.2,3599.98
53,2,23,2,299.99,0.05,599.98
53,3,14,2,269.99,0.2,539.98
53,4,25,2,499.99,0.1,999.98
54,1,26,2,599.99,0.2,1199.98
54,2,3,1,999.99,0.2,999.99
55,1,21,1,269.99,0.05,269.99
55,2,25,2,499.99,0.2,999.98
55,3,15,2,529.99,0.2,1059.98
56,1,20,2,599.99,0.07,1199.98
57,1,23,2,299.99,0.1,599.98
57,2,19,2,449.0,0.2,898.0
57,3,13,1,269.99,0.07,269.99
58,1,14,2,269.99,0.05,539.98
58,2,18,1,449.0,0.07,449.0
58,3,23,1,299.99,0.1,299.99
59,1,21,1,269.99,0.05,269.99
59,2,2,1,749.99,0.1,749.99
59,3,17,2,429.0,0.1,858.0
60,1,14,2,269.99,0.05,539.98
60,2,4,1,2899.99,0.1,2899.99
60,3,15,1,529.99,0.07,529.99
60,4,22,1,269.99,0.2,269.99
61,1,25,1,499.99,0.1,499.99
61,2,15,2,529.99,0.05,1059.98
61,3,5,2,1320.99,0.2,2641.98
62,1,14,1,269.99,0.07,269.99
62,2,8,2,1799.99,0.1,3599.98
62,3,22,2,269.99,0.1,539.98
63,1,25,2,499.99,0.1,999.98
63,2,19,2,449.0,0.05,898.0
63,3,3,1,999.99,0.1,999.99
64,1,25,2,499.99,0.1,999.98
64,2,22,2,269.99,0.2,539.98
64,3,23,2,299.99,0.2,599.98
64,4,24,2,549.99,0.1,1099.98
65,1,12,1,549.99,0.1,549.99
66,1,2,1,749.99,0.2,749.99
66,2,23,1,299.99,0.07,299.99
66,3,12,1,549.99,0.07,549.99
67,1,23,2,299.99,0.2,599.98
67,2,12,2,549.99,0.1,1099.98
67,3,21,1,269.99,0.2,269.99
67,4,5,2,1320.99,0.1,2641.98
67,5,19,1,449.0,0.2,449.0
68,1,13,2,269.99,0.07,539.98
68,2,17,1,429.0,0.1,429.0
69,1,22,2,269.99,0.1,539.98
69,2,5,1,1320.99,0.2,1320.99
69,3,10,1,1549.0,0.05,1549.0
70,1,3,2,999.99,0.05,1999.98
70,2,18,1,449.0,0.2,449.0
70,3,20,1,599.99,0.05,599.99
71,1,26,2,599.99,0.05,1199.98
71,2,24,1,549.99,0.2,549.99
71,3,18,1,449.0,0.1,449.0
72,1,17,2,429.0,0.07,858.0
72,2,12,1,549.99,0.05,549.99
72,3,13,2,269.99,0.1,539.98
73,1,22,1,269.99,0.07,269.99
73,2,26,2,599.99,0.05,1199.98
73,3,3,2,999.99,0.07,1999.98
73,4,25,1,499.99,0.07,499.99
73,5,23,2,299.99,0.2,599.98
74,1,16,2,599.99,0.05,1199.98
74,2,6,1,469.99,0.07,469.99
75,1,3,1,999.99,0.1,999.99
75,2,7,2,3999.99,0.07,7999.98
75,3,15,1,529.99,0.2,529.99
76,1,12,1,549.99,0.05,549.99
76,2,11,2,1680.99,0.1,3361.98
76,3,5,1,1320.99,0.07,1320.99
77,1,20,1,599.99,0.07,599.99
77,2,24,2,549.99,0.1,1099.98
77,3,26,1,599.99,0.2,599.99
77,4,25,1,499.99,0.2,499.99
78,1,17,1,429.0,0.07,429.0
78,2,19,1,449.0,0.2,449.0
78,3,18,2,449.0,0.1,898.0
78,4,14,2,269.99,0.1,539.98
79,1,9,2,2999.99,0.1,5999.98
79,2,17,2,429.0,0.05,858.0
79,3,6,1,469.99,0.1,469.99
79,4,25,2,499.99,0.07,999.98
80,1,26,1,599.99,0.1,599.99
80,2,24,1,549.99,0.1,549.99
80,3,17,1,429.0,0.2,429.0
81,1,10,2,1549.0,0.2,3098.0
81,2,23,2,299.99,0.05,599.98
81,3,25,2,499.99,0.05,999.98
82,1,25,2,499.99,0.1,999.98
82,2,11,2,1680.99,0.2,3361.98
83,1,20,1,599.99,0.2,599.99
83,2,3,2,999.99,0.05,1999.98
84,1,23,2,299.99,0.07,599.98
84,2,15,2,529.99,0.07,1059.98
85,1,4,2,2899.99,0.05,5799.98
85,2,18,1,449.0,0.07,449.0
86,1,9,2,2999.99,0.1,5999.98
86,2,23,2,299.99,0.07,599.98
86,3,21,2,269.99,0.2,539.98
86,4,15,1,529.99,0.1,529.99
87,1,20,2,599.99,0.2,1199.98
87,2,23,2,299.99,0.1,599.98
88,1,10,1,1549.0,0.07,1549.0
88,2,8,2,1799.99,0.1,3599.98
88,3,7,1,3999.99,0.1,3999.99
89,1,5,1,1320.99,0.05,1320.99
89,2,6,2,469.99,0.1,939.98
90,1,3,1,999.99,0.1,999.99
90,2,6,1,469.99,0.07,469.99
91,1,11,1,1680.99,0.1,1680.99
91,2,25,1,499.99,0.05,499.99
91,3,15,2,529.99,0.07,1059.98
91,4,13,2,269.99,0.07,539.98
92,1,8,1,1799.99,0.1,1799.99
93,1,22,2,269.99,0.07,539.98
93,2,17,1,429.0,0.05,429.0
93,3,21,1,269.99,0.1,269.99
93,4,2,1,749.99,0.2,749.99
93,5,10,2,1549.0,0.07,3098.0
94,1,12,1,549.99,0.05,549.99
94,2,4,1,2899.99,0.2,2899.99
94,3,11,1,1680.99,0.2,1680.99
94,4,21,2,269.99,0.07,539.98
95,1,10,2,1549.0,0.2,3098.0
95,2,19,1,449.0,0.1,449.0
95,3,8,2,1799.99,0.2,3599.98
95,4,20,2,599.99,0.05,1199.98
96,1,26,1,599.99,0.1,599.99
96,2,23,1,299.99,0.05,299.99
97,1,20,2,599.99,0.2,1199.98
97,2,2,1,749.99,0.07,749.99
97,3,6,2,469.99,0.2,939.98
97,4,19,1,449.0,0.1,449.0
98,1,19,1,449.0,0.07,449.0
98,2,21,1,269.99,0.1,269.99
98,3,2,1,749.99,0.2,749.99
98,4,22,2,269.99,0.2,539.98
99,1,13,1,269.99,0.2,269.99
99,2,21,1,269.99,0.2,269.99
99,3,25,2,499.99,0.05,999.98
99,4,7,2,3999.99,0.07,7999.98
99,5,23,2,299.99,0.2,599.98
100,1,12,2,549.99,0.05,1099.98
100,2,11,2,1680.99,0.1,3361.98
100,3,7,2,3999.99,0.2,7999.98
100,4,16,2,599.99,0.2,1199.98
100,5,24,2,549.99,0.1,1099.98
101,1,12,2,549.99,0.2,1099.98
102,1,15,1,529.99,0.05,529.99
102,2,22,1,269.99,0.07,269.99
103,1,17,1,429.0,0.07,429.0
103,2,3,1,999.99,0.05,999.99
103,3,18,1,449.0,0.2,449.0
103,4,15,2,529.99,0.1,1059.98
103,5,9,2,2999.99,0.1,5999.98
104,1,19,2,449.0,0.1,898.0
104,2,26,1,599.99,0.05,599.99
105,1,11,2,1680.99,0.2,3361.98
105,2,3,1,999.99,0.05,999.99
105,3,9,1,2999.99,0.05,2999.99
106,1,17,1,429.0,0.1,429.0
106,2,13,2,269.99,0.1,539.98
107,1,19,1,449.0,0.2,449.0
107,2,13,2,269.99,0.1,539.98
108,1,11,1,1680.99,0.1,1680.99
108,2,22,2,269.99,0.07,539.98
108,3,16,2,599.99,0.05,1199.98
109,1,22,2,269.99,0.1,539.98
109,2,6,1,469.99,0.07,469.99
110,1,14,1,269.99,0.1,269.99
111,1,14,1,269.99,0.1,269.99
111,2,12,2,549.99,0.07,1099.98
112,1,23,2,299.99,0.2,599.98
112,2,25,2,499.99,0.07,999.98
112,3,24,2,549.99,0.05,1099.98
112,4,5,1,1320.99,0.2,1320.99
113,1,12,2,549.99,0.07,1099.98
113,2,24,2,549.99,0.1,1099.98
113,3,6,1,469.99,0.07,469.99
113,4,23,1,299.99,0.2,299.99
113,5,5,2,1320.99,0.2,2641.98
114,1,12,1,549.99,0.05,549.99
114,2,2,1,749.99,0.07,749.99
114,3,13,2,269.99,0.1,539.98
115,1,22,1,269.99,0.2,269.99
115,2,19,1,449.0,0.1,449.0
116,1,26,1,599.99,0.05,599.99
117,1,22,2,269.99,0.2,539.98
117,2,26,1,599.99,0.05,599.99
117,3,14,1,269.99,0.2,269.99
117,4,19,1,449.0,0.05,449.0
118,1,18,1,449.0,0.07,449.0
118,2,4,1,2899.99,0.07,2899.99
118,3,6,1,469.99,0.07,469.99
118,4,3,2,999.99,0.1,1999.98
118,5,23,2,299.99,0.07,599.98
119,1,25,1,499.99,0.05,499.99
120,1,13,2,269.99,0.05,539.98
120,2,6,2,469.99,0.05,939.98
120,3,10,2,1549.0,0.05,3098.0
120,4,17,1,429.0,0.05,429.0
120,5,16,2,599.99,0.2,1199.98
121,1,5,1,1320.99,0.2,1320.99
121,2,14,2,269.99,0.1,539.98
121,3,4,2,2899.99,0.1,5799.98
121,4,24,2,549.99,0.07,1099.98
121,5,2,2,749.99,0.05,1499.98
122,1,16,1,599.99,0.1,599.99
123,1,12,2,549.99,0.1,1099.98
124,1,16,1,599.99,0.05,599.99
124,2,4,1,2899.99,0.07,2899.99
124,3,7,2,3999.99,0.05,7999.98
125,1,17,1,429.0,0.1,429.0
126,1,9,2,2999.99,0.05,5999.98
127,1,17,1,429.0,0.07,429.0
127,2,20,1,599.99,0.1,599.99
127,3,4,2,2899.99,0.07,5799.98
128,1,24,2,549.99,0.1,1099.98
128,2,16,2,599.99,0.1,1199.98
128,3,4,2,2899.99,0.2,5799.98
128,4,3,2,999.99,0.2,1999.98
129,1,18,1,449.0,0.1,449.0
129,2,9,1,2999.99,0.1,2999.99
130,1,26,1,599.99,0.05,599.99
130,2,5,2,1320.99,0.07,2641.98
131,1,22,2,269.99,0.2,539.98
131,2,4,2,2899.99,0.07,5799.98
131,3,24,2,549.99,0.1,1099.98
132,1,2,2,749.99,0.05,1499.98
132,2,20,1,599.99,0.05,599.99
132,3,9,1,2999.99,0.1,2999.99
133,1,13,2,269.99,0.05,539.98
133,2,22,1,269.99,0.2,269.99
134,1,19,2,449.0,0.1,898.0
134,2,2,2,749.99,0.07,1499.98
134,3,18,2,449.0,0.07,898.0
135,1,5,2,1320.99,0.05,2641.98
135,2,18,2,449.0,0.05,898.0
135,3,25,1,499.99,0.2,499.99
135,4,2,1,749.99,0.05,749.99
136,1,7,2,3999.99,0.2,7999.98
136,2,3,2,999.99,0.05,1999.98
137,1,23,1,299.99,0.07,299.99
137,2,22,1,269.99,0.1,269.99
138,1,16,2,599.99,0.1,1199.98
138,2,6,1,469.99,0.2,469.99
139,1,19,2,449.0,0.07,898.0
139,2,3,1,999.99,0.07,999.99
140,1,15,1,529.99,0.2,529.99
140,2,21,1,269.99,0.2,269.99
140,3,12,2,549.99,0.2,1099.98
140,4,3,1,999.99,0.05,999.99
141,1,18,1,449.0,0.2,449.0
142,1,16,2,599.99,0.1,1199.98
142,2,11,2,1680.99,0.1,3361.98
142,3,19,1,449.0,0.07,449.0
143,1,6,1,469.99,0.2,469.99
144,1,8,2,1799.99,0.05,3599.98
145,1,11,1,1680.99,0.2,1680.99
145,2,9,2,2999.99,0.1,5999.98
146,1,3,2,999.99,0.2,1999.98
146,2,12,1,549.99,0.1,549.99
146,3,20,2,599.99,0.1,1199.98
146,4,6,2,469.99,0.05,939.98
146,5,2,1,749.99,0.07,749.99
147,1,26,2,599.99,0.2,1199.98
148,1,14,1,269.99,0.05,269.99
149,1,12,2,549.99,0.07,1099.98
149,2,21,2,269.99,0.07,539.98
150,1,7,1,3999.99,0.1,3999.99
150,2,3,1,999.99,0.2,999.99
150,3,17,1,429.0,0.07,429.0
150,4,25,2,499.99,0.07,999.98
151,1,17,1,429.0,0.1,429.0
151,2,26,1,599.99,0.1,599.99
152,1,6,2,469.99,0.2,939.98
152,2,22,2,269.99,0.2,539.98
152,3,16,2,599.99,0.07,1199.98
153,1,16,1,599.99,0.07,599.99
153,2,8,1,1799.99,0.07,1799.99
153,3,15,2,529.99,0.05,1059.98
154,1,12,1,549.99,0.1,549.99
155,1,8,1,1799.99,0.1,1799.99
156,1,18,2,449.0,0.2,898.0
156,2,17,2,429.0,0.05,858.0
156,3,6,1,469.99,0.07,469.99
157,1,4,1,2899.99,0.1,2899.99
157,2,7,2,3999.99,0.07,7999.98
158,1,24,1,549.99,0.1,549.99
159,1,13,1,269.99,0.2,269.99
160,1,21,1,269.99,0.07,269.99
160,2,15,2,529.99,0.07,1059.98
160,3,18,2,449.0,0.1,898.0
160,4,11,1,1680.99,0.05,1680.99
161,1,24,2,549.99,0.07,1099.98
161,2,22,1,269.99,0.05,269.99
161,3,7,2,3999.99,0.05,7999.98
162,1,18,1,449.0,0.07,449.0
162,2,21,2,269.99,0.07,539.98
162,3,3,2,999.99,0.1,1999.98
163,1,12,1,549.99,0.1,549.99
163,2,18,1,449.0,0.2,449.0
164,1,4,2,2899.99,0.05,5799.98
164,2,10,2,1549.0,0.05,3098.0
164,3,14,1,269.99,0.1,269.99
165,1,4,2,2899.99,0.05,5799.98
165,2,23,1,299.99,0.2,299.99
165,3,2,1,749.99,0.05,749.99
166,1,10,2,1549.0,0.1,3098.0
166,2,11,1,1680.99,0.2,1680.99
167,1,12,1,549.99,0.05,549.99
167,2,10,1,1549.0,0.2,1549.0
167,3,13,2,269.99,0.05,539.98
167,4,7,2,3999.99,0.05,7999.98
168,1,6,1,469.99,0.1,469.99
168,2,11,2,1680.99,0.07,3361.98
168,3,12,2,549.99,0.07,1099.98
168,4,22,2,269.99,0.2,539.98
169,1,20,2,599.99,0.1,1199.98
169,2,5,1,1320.99,0.05,1320.99
169,3,10,1,1549.0,0.2,1549.0
169,4,11,1,1680.99,0.2,1680.99
169,5,14,2,269.99,0.05,539.98
170,1,12,2,549.99,0.1,1099.98
170,2,24,1,549.99,0.05,549.99
170,3,7,1,3999.99,0.2,3999.99
170,4,18,2,449.0,0.05,898.0
171,1,8,1,1799.99,0.05,1799.99
172,1,23,1,299.99,0.07,299.99
172,2,16,1,599.99,0.2,599.99
173,1,14,1,269.99,0.05,269.99
173,2,16,1,599.99,0.2,599.99
173,3,20,2,599.99,0.05,1199.98
174,1,22,2,269.99,0.2,539.98
174,2,19,2,449.0,0.1,898.0
175,1,5,1,1320.99,0.1,1320.99
175,2,2,2,749.99,0.2,1499.98
175,3,21,2,269.99,0.1,539.98
175,4,19,1,449.0,0.07,449.0
176,1,2,2,749.99,0.07,1499.98
176,2,11,2,1680.99,0.2,3361.98
176,3,16,2,599.99,0.05,1199.98
177,1,20,2,599.99,0.1,1199.98
178,1,10,2,1549.0,0.2,3098.0
178,2,12,1,549.99,0.05,549.99
178,3,3,1,999.99,0.1,999.99
178,4,18,1,449.0,0.07,449.0
179,1,13,2,269.99,0.05,539.98
179,2,26,1,599.99,0.1,599.99
179,3,18,1,449.0,0.2,449.0
179,4,12,2,549.99,0.2,1099.98
179,5,20,2,599.99,0.1,1199.98
180,1,16,1,599.99,0.07,599.99
181,1,10,1,1549.0,0.05,1549.0
181,2,11,1,1680.99,0.1,1680.99
181,3,15,2,529.99,0.2,1059.98
181,4,24,2,549.99,0.05,1099.98
182,1,25,2,499.99,0.05,999.98
182,2,24,2,549.99,0.07,1099.98
183,1,11,2,1680.99,0.2,3361.98
183,2,12,2,549.99,0.05,1099.98
183,3,19,1,449.0,0.07,449.0
183,4,17,1,429.0,0.07,429.0
184,1,4,1,2899.99,0.2,2899.99
184,2,5,1,1320.99,0.1,1320.99
184,3,14,1,269.99,0.1,269.99
185,1,20,1,599.99,0.1,599.99
185,2,8,1,1799.99,0.05,1799.99
186,1,4,1,2899.99,0.1,2899.99
186,2,6,1,469.99,0.1,469.99
187,1,5,1,1320.99,0.05,1320.99
188,1,7,2,3999.99,0.07,7999.98
189,1,16,2,599.99,0.2,1199.98
190,1,24,1,549.99,0.05,549.99
190,2,15,1,529.99,0.2,529.99
190,3,3,2,999.99,0.2,1999.98
191,1,25,1,499.99,0.05,499.99
191,2,12,2,549.99,0.2,1099.98
191,3,3,1,999.99,0.07,999.99
191,4,8,2,1799.99,0.05,3599.98
191,5,23,1,299.99,0.05,299.99
192,1,8,2,1799.99,0.1,3599.98
192,2,25,1,499.99,0.07,499.99
192,3,2,1,749.99,0.05,749.99
192,4,24,2,549.99,0.07,1099.98
192,5,10,2,1549.0,0.2,3098.0
193,1,12,2,549.99,0.1,1099.98
194,1,21,2,269.99,0.2,539.98
195,1,18,1,449.0,0.2,449.0
195,2,14,1,269.99,0.05,269.99
195,3,5,2,1320.99,0.2,2641.98
195,4,4,2,2899.99,0.2,5799.98
195,5,21,2,269.99,0.1,539.98
196,1,6,1,469.99,0.05,469.99
196,2,3,2,999.99,0.07,1999.98
196,3,10,2,1549.0,0.07,3098.0
196,4,12,1,549.99,0.07,549.99
196,5,20,1,599.99,0.1,599.99
197,1,4,2,2899.99,0.2,5799.98
197,2,2,2,749.99,0.07,1499.98
198,1,6,2,469.99,0.05,939.98
198,2,20,2,599.99,0.07,1199.98
198,3,8,2,1799.99,0.2,3599.98
198,4,13,2,269.99,0.05,539.98
198,5,17,1,429.0,0.05,429.0
199,1,25,2,499.99,0.05,999.98
199,2,18,2,449.0,0.07,898.0
199,3,4,1,2899.99,0.2,2899.99
200,1,23,2,299.99,0.05,599.98
200,2,22,2,269.99,0.07,539.98
201,1,24,1,549.99,0.05,549.99
201,2,7,1,3999.99,0.2,3999.99
201,3,14,2,269.99,0.1,539.98
201,4,17,1,429.0,0.05,429.0
202,1,8,1,1799.99,0.07,1799.99
202,2,17,1,429.0,0.05,429.0
202,3,15,2,529.99,0.05,1059.98
202,4,25,2,499.99,0.05,999.98
203,1,26,1,599.99,0.05,599.99
203,2,3,2,999.99,0.1,1999.98
203,3,17,2,429.0,0.2,858.0
203,4,19,2,449.0,0.07,898.0
204,1,6,2,469.99,0.07,939.98
204,2,17,2,429.0,0.1,858.0
205,1,22,2,269.99,0.05,539.98
205,2,24,2,549.99,0.1,1099.98
206,1,25,1,499.99,0.05,499.99
206,2,20,1,599.99,0.2,599.99
207,1,12,2,549.99,0.2,1099.98
207,2,5,1,1320.99,0.05,1320.99
207,3,11,2,1680.99,0.07,3361.98
207,4,7,2,3999.99,0.1,7999.98
208,1,6,2,469.99,0.05,939.98
208,2,4,2,2899.99,0.07,5799.98
208,3,3,1,999.99,0.05,999.99
208,4,12,1,549.99,0.2,549.99
208,5,10,2,1549.0,0.05,3098.0
209,1,13,1,269.99,0.1,269.99
210,1,14,1,269.99,0.07,269.99
210,2,13,2,269.99,0.2,539.98
211,1,10,1,1549.0,0.07,1549.0
211,2,2,2,749.99,0.07,1499.98
212,1,16,2,599.99,0.07,1199.98
212,2,12,2,549.99,0.2,1099.98
212,3,19,1,449.0,0.1,449.0
212,4,7,1,3999.99,0.2,3999.99
213,1,13,1,269.99,0.1,269.99
214,1,21,1,269.99,0.1,269.99
215,1,19,1,449.0,0.07,449.0
215,2,12,2,549.99,0.1,1099.98
216,1,22,2,269.99,0.1,539.98
216,2,16,2,599.99,0.05,1199.98
217,1,18,1,449.0,0.1,449.0
217,2,10,2,1549.0,0.1,3098.0
217,3,17,1,429.0,0.07,429.0
218,1,2,2,749.99,0.1,1499.98
218,2,13,1,269.99,0.07,269.99
218,3,12,1,549.99,0.05,549.99
219,1,26,1,599.99,0.05,599.99
219,2,5,1,1320.99,0.2,1320.99
220,1,6,2,469.99,0.05,939.98
220,2,25,1,499.99,0.07,499.99
220,3,22,2,269.99,0.1,539.98
220,4,3,2,999.99,0.2,1999.98
221,1,11,2,1680.99,0.07,3361.98
222,1,10,1,1549.0,0.1,1549.0
222,2,2,2,749.99,0.1,1499.98
223,1,7,2,3999.99,0.05,7999.98
223,2,5,1,1320.99,0.2,1320.99
223,3,21,2,269.99,0.1,539.98
223,4,20,1,599.99,0.05,599.99
223,5,15,1,529.99,0.05,529.99
224,1,6,1,469.99,0.07,469.99
224,2,11,2,1680.99,0.1,3361.98
224,3,10,2,1549.0,0.2,3098.0
224,4,25,1,499.99,0.05,499.99
225,1,21,1,269.99,0.1,269.99
225,2,9,1,2999.99,0.1,2999.99
226,1,2,1,749.99,0.05,749.99
227,1,3,2,999.99,0.05,1999.98
227,2,15,2,529.99,0.1,1059.98
228,1,25,1,499.99,0.2,499.99
228,2,2,2,749.99,0.07,1499.98
228,3,23,2,299.99,0.1,599.98
228,4,4,1,2899.99,0.2,2899.99
228,5,22,1,269.99,0.05,269.99
229,1,25,2,499.99,0.2,999.98
229,2,5,2,1320.99,0.1,2641.98
229,3,8,1,1799.99,0.2,1799.99
230,1,11,2,1680.99,0.07,3361.98
231,1,8,2,1799.99,0.07,3599.98
231,2,14,2,269.99,0.2,539.98
231,3,5,2,1320.99,0.2,2641.98
232,1,18,1,449.0,0.07,449.0
232,2,11,2,1680.99,0.05,3361.98
232,3,26,2,599.99,0.07,1199.98
232,4,8,2,1799.99,0.1,3599.98
233,1,14,1,269.99,0.1,269.99
233,2,16,2,599.99,0.1,1199.98
233,3,12,1,549.99,0.2,549.99
233,4,15,2,529.99,0.07,1059.98
234,1,11,2,1680.99,0.2,3361.98
234,2,17,2,429.0,0.05,858.0
234,3,12,1,549.99,0.1,549.99
234,4,7,1,3999.99,0.05,3999.99
234,5,23,1,299.99,0.1,299.99
235,1,6,1,469.99,0.07,469.99
235,2,13,2,269.99,0.05,539.98
235,3,7,2,3999.99,0.05,7999.98
236,1,3,2,999.99,0.07,1999.98
236,2,2,2,749.99,0.1,1499.98
236,3,4,2,2899.99,0.1,5799.98
237,1,15,1,529.99,0.2,529.99
237,2,24,1,549.99,0.07,549.99
237,3,20,2,599.99,0.2,1199.98
237,4,26,1,599.99,0.05,599.99
238,1,20,2,599.99,0.2,1199.98
238,2,25,1,499.99,0.07,499.99
238,3,13,2,269.99,0.2,539.98
238,4,22,2,269.99,0.05,539.98
